bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,registration_year,insurance_validity,fuel_type,seats,rto,ownership,engine_displacement,year_of_manufacture,Features,mileage,engine,max_power,torque,dimensions,miscellaneous,wheel_size
Sedan,"12,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2019,6598,Progressive C 220d,₹ 44.25 Lakh,Jan 2019,Comprehensive,Diesel,5,KA51,First Owner,1950 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",12.6 kmpl,"White, In-Line Engine, 1950, 194bhp@3800rpm, 400Nm@1600-2800rpm, 4, 4, DOHC, CRDi, Yes, No",194bhp,400Nm,"4686mm, 2020mm, 1442mm, 2840mm, 1588mm, 1588 mm, 1655kg, 2165 Kg","9 Speed, RWD, 5, Power, 5.61 metres, Disc, Disc, 240 Kmph, 6.9 Seconds, Tubeless, Radial, 17, 4, 480-litres",17
Hatchback,"40,987",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,₹ 4.06 Lakh,Mar 2015,Comprehensive,Petrol,5,KA53,Second Owner,998 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",20.51 kmpl,"White, K10B Petrol Engine, 998, 67.04bhp@6200rpm, 90Nm@3500rpm, 3, 4, DOHC, 69 x 72 mm, No, No",67.04bhp,90Nm,"3599mm, 1495mm, 1700mm, 2400mm, 1295mm, 1290mm, 885kg, 1350kg","5 Speed, FWD, 5, Power, 4.6 metres, Ventilated Disc, Drum, 152 kmph, 18.6 Seconds, Tubeless Tyres, 5, 180-liters",
Sedan,"18,157",Automatic,1,1st Owner,BMW,BMW 5 Series,2020,7582,530i Sport,₹ 49.65 Lakh,Oct 2020,Zero Dep,Petrol,5,KA51,First Owner,1998 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Changer",15.56 kmpl,"Blue, TwinPower Turbo Inline 4 Cylinder Engine, 1998, 248.08bhp@5200rpm, 350Nm@1450-4800rpm, 4, 4, MPFi, Twin, No",248.08bhp,350Nm,"4936mm, 2126mm, 1466mm, 2975mm, 1605mm, 1630mm, 1675","8-Speed Steptronic, RWD, 5, Power, 5.6, Ventilated Disc, Ventilated Disc, 250kmph, 6.1, Tubeless,Runflat, R18, 4, 520-litres",R18
SUV,"1,20,000",Manual,3,3rd Owner,Toyota,Toyota Fortuner,2011,2263,3.0 Diesel,₹ 11 Lakh,2011,Third Party insurance,Diesel,7,KA47,Third Owner,2982 cc,2011.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",11.5 kmpl,"Others, 4 Cylinders In-line, 2982, 171 PS @ 3600 rpm, 343 Nm @ 1400-3400 rpm, 4, 4, DOHC, Common-Rail type, Yes, No",171 PS ,343 Nm ,"4695 mm, 1840 mm, 1850 mm, 2750 mm, 1540 mm, 1540 mm, 1955 kg, 2510 kg","5 Speed, 4WD, 7, Power, 5.9 m, Ventilated Disc, Leading-Trailing Drum, 176 Kmph, 9.6 Seconds, Tubeless,Radial, 17, 5",17
SUV,"40,000",Automatic,2,2nd Owner,Renault,Renault Duster,2020,7022,RXZ 110PS AMT BSIV,₹ 11 Lakh,2020,Third Party insurance,Diesel,5,KA51,Second Owner,1461 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",19.87 kmpl,"Others, 1461, 108.5bhp@4000rpm, 245Nm@1750rpm, 4, 4, DOHC, Common Rail Direct Injection (dCi), No, No",108.5bhp,245Nm,"4360, 1822, 1695, 205, 2673, 1560, 1567, 1375","6-Speed, FWD, 5, Power, 5.2m, Disc, Drum, Radial, 16, 5, 475",16
Hatchback,"89,667",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,1481,Sportz 1.2,₹ 5.94 Lakh,May 2016,Comprehensive,Petrol,5,KA19,First Owner,1197 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.6 kmpl,"White, Kappa VTVT Petrol Engine, 1197, 81.83bhp@6000rpm, 114.7Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.83bhp,114.7Nm,"3985mm, 1734mm, 1505mm, 2570mm, 1505mm, 1503mm, 1066kg","5 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 170 Kmph, 13.2 Seconds, Tubeless, 5, 295-litres",
Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2017,1610,Asta Option 1.4 CRDi,₹ 7.10 Lakh,2017,Third Party insurance,Diesel,5,KA05,First Owner,1396 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",22.54 kmpl,"Others, U2 CRDI Diesel Engine, 1396, 88.73bhp@4000rpm, 219.7Nm@1500-2750rpm, 4, 4, DOHC, CRDI, Yes, No",88.73bhp,219.7Nm,"3985mm, 1734mm, 1505mm, 2570mm, 1505mm, 1503mm, 1515kg","6 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 180 Kmph, 11.9 Seconds, Tubeless, 16, 5, 295-litres",16
Hatchback,"56,997",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,₹ 6.92 Lakh,Aug 2017,Zero Dep,Petrol,5,KA03,First Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",21.4 kmpl,"Blue, VVT Petrol Engine, 1197, 83.1bhp@6000rpm, 115Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",83.1bhp,115Nm,"3995mm, 1745mm, 1510mm, 2520mm, 1505mm, 1515mm, 880kg, 1340kg","5 Speed, FWD, 5, Power, 4.9 meters, Disc, Drum, 180 Kmph, 12.36 seconds, Tubeless,Radial, 16, 5, 339-litres",16
Sedan,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai Elantra,2013,1471,SX,₹ 6.50 Lakh,2013,Third Party insurance,Petrol,5,KA41,First Owner,1797 cc,2013.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",16.3 kmpl,"Others, Dual VTVT Petrol Engine, 1797, 147.5bhp@6500rpm, 177.5Nm@4700rpm, 4, 4, DOHC, Multipoint Injection, 81.0mm X 87.2mm, 10.3:1, No, No",147.5bhp,177.5Nm,"4530mm, 1775mm, 1470mm, 2700mm, 1569mm, 1582mm, 1329kg, 1640kg","6 Speed , FWD, 5, Power, 5.3 metres, Disc, Disc, 191km/hr, 12.07 Seconds, Tubeless,Radial, 16, 4, 420-litres",16
Sedan,"59,000",Automatic,1,1st Owner,Audi,Audi A6,2015,36,35 TDI,₹ 20.90 Lakh,Jul 2016,Third Party insurance,Diesel,5,HR26,First Owner,1968 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",18.53 kmpl,"White, In Line Diesel Engine, 1968, 187.74bhp@3800-4200rpm, 400Nm@1750-3000rpm, 4, 4, DOHC, CRDI, Yes, No",187.74bhp,400Nm,"4933mm, 1874mm, 1455mm, 2912mm, 1627mm, 1618mm, 1735kg, 2240kg","7 Speed, FWD, 5, Power, 5.95 metres, Ventilated Disc, Ventilated Disc, 232 Kmph, 8.4 Seconds, Tubeless,Radial, 18, 4, 530-litres",18
Hatchback,"18,835",Manual,1,1st Owner,Maruti,Maruti Alto 800,2021,7277,VXI Plus BSVI,₹ 4.11 Lakh,Dec 2021,Zero Dep,Petrol,5,KA50,First Owner,796 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",22.05 kmpl,"Silver, F8D Petrol Engine, 796, 47.33bhp@6000rpm, 69Nm@3500rpm, 3, 4",47.33bhp,69Nm,"3445mm, 1515mm, 1475mm, 2360mm, 1295mm, 1290mm, 762kg, 1185kg","5 Speed, 5, 4.6, Disc, Drum, Tubeless Tyres, 5",
SUV,"1,20,000",Manual,2,2nd Owner,Mahindra,Mahindra Scorpio,2010,5716,SLE 7S BSIII,₹ 6.50 Lakh,2010,Third Party insurance,Diesel,7,KA19,Second Owner,2179 cc,2010.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking",12.05 kmpl,"Gray, mHawk CRDe Engine, 2179, 120bhp@4000rpm, 290Nm@1800-2800rpm, 4, 4, CRDI, Yes, No",120bhp,290Nm,"4430mm, 1817mm, 1975mm, 2680mm, 1990, 2510kg","5 Speed, 2 WD, 7, Power, 5.6 metres, Disc, Drum, Tubeless,Radial, 16, 5",16
Hatchback,"40,000",Automatic,1,1st Owner,Mini,Mini 3 DOOR,2016,5176,Cooper S BSVI,₹ 36.75 Lakh,Jul 2016,Comprehensive,Petrol,4,KA51,First Owner,1998 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",17.33 kmpl,"White, Petrol Engine, 1998, 189.08bhp@4700-6000pm, 280Nm@1250rpm, 4, 4, MPFi, 82 x 94.6 mm, 11.0, Yes, No",189.08bhp,280Nm,"3850mm, 1727mm, 1414mm, 2495mm, 1501mm, 1501mm, 1250kg, 1655kg","7 Speed, 2WD, 4, electric, 5.4 metres, Disc, Disc, 233 Kmph, 6.7 Seconds, Runflat Tyres, 16, 3, 211litres",16
Hatchback,"60,932",Manual,1,1st Owner,Tata,Tata Tiago,2019,6969,XZ Plus,₹ 6.10 Lakh,Jul 2019,Comprehensive,Petrol,5,KA03,First Owner,1199 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",23.84 kmpl,"Red, Revotron Engine, 1199, 83.83bhp@6000rpm, 114Nm@3500rpm, 3, 4, DOHC, MPFi, 77 X 85.8 mm, 10.8:1, No, No",83.83bhp,114Nm,"3746mm, 1647mm, 1535mm, 2400mm, 1400mm, 1420mm, 1012kg","5 Speed, FWD, 5, Power, 4.9 meters, Disc, Drum, 150 kmph, Tubeless, 15, 5, 242",15
SUV,"33,539",Automatic,2,2nd Owner,Kia,Kia Seltos,2020,7122,GTX Plus DCT,₹ 16.75 Lakh,Aug 2020,Comprehensive,Petrol,5,KA05,Second Owner,1353 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",16.5 kmpl,"White, Smartstream G1.4, 1353, 138.08bhp@6000rpm, 242nm@1500-3200rpm, 4, 4, GDi, Yes",138.08bhp,242nm,"4315mm, 1800mm, 1645mm, 2610mm, 1535","7-Speed DCT, FWD, 5, Electric, Disc, Disc, Tubeless, Radial, 17, 5, 433",17
Hatchback,"66,837",Manual,2,2nd Owner,Tata,Tata Tiago,2018,2985,1.2 Revotron XZ WO Alloy,₹ 5.30 Lakh,Dec 2018,Comprehensive,Petrol,5,KA05,Second Owner,1199 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",23.84 kmpl,"Brown, Revotron Engine, 1199, 84bhp@6000rpm, 114Nm@3500rpm, 3, 4, DOHC, MPFi, 77 X 85.8 mm, 10.8:1, No, No",84bhp,114Nm,"3746mm, 1647mm, 1535mm, 2400mm, 1400mm, 1420mm, 1012kg","5 Speed, FWD, 5, Power, 4.9 meters, Disc, Drum, 150 kmph, 14.3 Seconds, Tubeless, 5, 242-litres",
Sedan,400,Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2022,7406,AMG E 350d BSVI,₹ 79.90 Lakh,Jul 2022,Third Party,Diesel,5,KA53,First Owner,2925 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",,"White, 3.0 L in-line 6 cylinder engine, 2925, 281.61bhp@3400-4600rpm, 600Nm@1200-3200rpm, 6, 4, Direct Injection, Yes",281.61bhp,600Nm,"5075mm, 2065mm, 1495mm, 3079mm, 1595mm, 1597mm, 1980","9-Speed, 5, Electric, Ventilated Disc, ventilated disc, 250kmph, 6.1 Seconds, 18, 4",18
Hatchback,"60,000",Manual,2,2nd Owner,Maruti,Maruti Alto,2008,3903,LXi,₹ 2.50 Lakh,2008,Third Party insurance,Petrol,5,,Second Owner,796 cc,2008.0,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Halogen Headlamps, Usb Auxiliary Input",19.7 kmpl,"Others, In-Line Engine, 796, 46.3bhp@6200rpm, 62Nm@3000rpm, 3, 4, SOHC, MPFI, 68.5 x 72.0 mm, No, No",46.3bhp,62Nm,"3495mm, 1475mm, 1460mm, 2360mm, 1295mm, 1290mm, 705kg, 1140kg","5 Speed, FWD, 5, Power, 4.6m, Disc, Drum, 137km/hr, 17.7 seconds, Tubeless,Radial, 12, 5",12
Hatchback,"44,285",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,6808,Magna Plus BSIV,₹ 7.15 Lakh,Aug 2019,Third Party insurance,Petrol,5,KA09,First Owner,1197 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",18.6 kmpl,"Grey, Kappa VTVT Petrol Engine, 1197, 81.86bhp@6000rpm, 117nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.86bhp,117nm,"3985mm, 1734mm, 1505mm, 2570mm, 1120","5 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 170 Kmph, 13.2 Seconds, Tubeless,Radial, 5, 285",
SUV,"1,00,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz GL-Class,2014,4634,350 CDI Blue Efficiency,₹ 35 Lakh,2014,Third Party insurance,Diesel,7,PY01,Second Owner,2987 cc,2014.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",11.3 kmpl,"Others, V-Type Diesel Engine, 2987, 254.8bhp@3600rpm, 619Nm@1600-2400rpm, 6, 4, DOHC, CRDI, 83 x 92 mm, 17.7:1, Yes, No",254.8bhp,619Nm,"5120mm, 2141mm, 1850mm, 3075mm, 1655mm, 1675mm, 2535kg","7 Speed, AWD, 7, Power, 6.2 metres, Disc, Disc, 220 Kmph, 7.9 Seconds, Tubeless,Radial, 19, 5, 680-litres",19
SUV,"25,000",Automatic,1,1st Owner,Tata,Tata New Safari,2021,8311,XZA Plus 6 Str AT BSVI,₹ 22.50 Lakh,Jul 2021,Comprehensive,Diesel,6,KA19,First Owner,1956 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",14.08 kmpl,"White, Kryotec 2.0 L Turbocharged Engine, 1956, 167.67bhp@3750rpm, 350Nm@1750-2500rpm, 4, 4, Yes",167.67bhp,350Nm,"4661mm, 1894mm, 1786mm, 2741mm, 1825kg","6-Speed, 6, Power, Disc, Disc, Tubeless, Radial, 18, 5, 73",18
Hatchback,"36,735",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5607,1.2 Kappa Asta,₹ 6.25 Lakh,Jan 2019,Comprehensive,Petrol,5,KA03,First Owner,1197 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.9 kmpl,"Blue, Kappa VTVT Petrol Engine, 1197, 81.86bhp@6000rpm, 113.75nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.86bhp,113.75nm,"3765mm, 1660mm, 1520mm, 2425mm, 1479mm, 1493mm, 1060","5 Speed, FWD, 5, Power, 4.8 metres, Disc, Drum, 165 Kmph, 12.9 Seconds, Tubeless, 14, 5, 256",14
SUV,"79,000",Automatic,1,1st Owner,Audi,Audi Q7,2015,122,35 TDI Quattro Premium Plus,₹ 26.95 Lakh,Jul 2015,Comprehensive,Diesel,7,KA51,First Owner,2967 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",12.07 kmpl,"White, V-Type Diesel Engine, 2967, 241.4bhp@3800-4400rpm, 550Nm@1750-2750rpm, 6, 4, DOHC, CRDI, Yes, No",241.4bhp,550Nm,"5089mm, 2177mm, 1737mm, 3002mm, 1651mm, 1681mm, 2345kg, 2995kg","8 Speed Tiptronic, AWD, 7, Power, 6.0 metres, Ventilated Disc, Ventilated Disc, 215 Kmph, 7.8 Seconds, Tubeless,Radial, 18, 5, 330-litres",18
SUV,"1,20,000",Manual,2,2nd Owner,Mahindra,Mahindra Scorpio,2010,3700,SLE BSIII,₹ 6.50 Lakh,2010,Third Party insurance,Diesel,8,KA19,Second Owner,2179 cc,2010.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking",12.05 kmpl,"Gray, mHawk CRDe Engine, 2179, 120bhp@4000rpm, 290Nm@1800-2800rpm, 4, 4, CRDi, Yes, No",120bhp,290Nm,"4430mm, 1817mm, 1975mm, 2680mm, 1970, 2510kg","5 Speed, FWD, 8, Power, 5.6 metres, Disc, Drum, Tubeless,Radial, 16, 5",16
Hatchback,"10,000",Automatic,1,1st Owner,Renault,Renault KWID,2022,7433,1.0 RXT AMT Opt,₹ 5.50 Lakh,2022,Third Party insurance,Petrol,5,KA50,First Owner,999 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",22 kmpl,"Others, Petrol Engine, 999, 67bhp@5500rpm, 91Nm@4250rpm, 3, 4, DOHC, MPFi, No, No",67bhp,91Nm,"3731mm, 1579mm, 1474mm, 2422mm, 750","5 Speed, FWD, 5, Electric, 4.9 metres, Disc, Drum, Tubeless,Radial, 5, 279",
SUV,"53,645",Manual,1,1st Owner,Tata,Tata Nexon,2018,5996,1.5 Revotorq XM,₹ 8.25 Lakh,Oct 2018,Comprehensive,Diesel,5,KA05,First Owner,1497 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",21.5 kmpl,"White, Revotorq, 1.5L Turbocharged engine, 1497, 108.5bhp@3750rpm, 260Nm@1500-2750rpm, 4, 4, DOHC, CDI, 76x82.5, Yes, No",108.5bhp,260Nm,"3994mm, 1811mm, 1607mm, 209 mm, 2498mm, 1540 mm, 1530 mm, 1305Kg","6 Speed, FWD, 5, Power, 5.1m, Disc, Drum, 154.19 kmph, 13.25 Seconds, Tubeless Radial Tyres, 5, 350",
Hatchback,"1,00,000",Manual,2,2nd Owner,Hyundai,Hyundai Getz,2006,1511,GLS,₹ 2.20 Lakh,2006,Third Party insurance,Petrol,5,KA03,Second Owner,1341 cc,2006.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Child Safety Locks, Passenger Side Rear View Mirror, Cassette Player",15.3 kmpl,"Others, In-Line Engine, 1341, 83 PS @ 5500 rpm , 115 Nm @ 3200 rpm , 4, 3, DOHC, PFI, 71.5 x 81.5 mm, 10:01, No, No",83 PS ,115 Nm ,"3810mm, 1665mm, 1515mm, 2455mm, 1450mm, 1440mm, 1095kg, 1500kg","5 Speed, 5, Power, 5 m, Ventilated Disc, Drum, 166 kmph, 14.7 seconds, Tubeless,Radial, 13, 5",13
Hatchback,"53,982",Automatic,1,1st Owner,Maruti,Maruti Celerio,2014,10358,VXI AMT,₹ 4.28 Lakh,Oct 2014,Comprehensive,Petrol,5,KA03,First Owner,998 cc,2014.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",26.68 kmpl,"Others, K10C, 998, 65.71bhp@5500rpm, 89Nm@3500rpm, 3, 4",65.71bhp,89Nm,"3695mm, 1655, 1555, 2435, 1430, 1440, 815, 1260","5-Speed, 5, Electric, Ventilated Disc, Drum, Tubeless, Radial, 5, 313",
Sedan,"1,10,000",Manual,1,1st Owner,Skoda,Skoda Rapid,2014,3152,1.5 TDI Ambition With Alloy Wheel,₹ 6.95 Lakh,2014,Third Party insurance,Diesel,5,KA03,First Owner,1498 cc,2014.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",21.14 kmpl,"Black, Diesel Engine, 1498, 103.52bhp@4400rpm, 250Nm@1500-2500rpm, 4, 4, DOHC, Direct Injection, Yes, No",103.52bhp,250Nm,"4386mm, 1699mm, 1466mm, 2552mm, 1206kg, 1760kg","5 Speed, FWD, 5, Power, 5.3 metres, Disc, Drum, 183 Kmph, 11 Seconds, Tubeless,Radial, 15, 4, 460-litres",15
SUV,"37,741",Manual,2,2nd Owner,Ford,Ford Ecosport,2019,7350,1.5 Petrol Titanium,₹ 9.30 Lakh,Feb 2019,Third Party insurance,Petrol,5,KA01,Second Owner,1496 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",15.9 kmpl,"White, Ti-VCT Petrol Engine, 1496, 120.69bhp@6500rpm, 149Nm@4500rpm, 3, 4, DOHC, Direct Injection, 79 X 76.5 mm, 11.0:1, No, No",120.69bhp,149Nm,"3998mm, 1765mm, 1647mm, 2519mm, 1225Kg, 1660Kg","5 Speed, FWD, 5, Electric, 5.3 metres, Ventilated Disc, Drum, Tubeless,Radial, R16, 4, 352-litres",R16
Hatchback,"17,367",Manual,1,1st Owner,Maruti,Maruti Alto 800,2021,7277,VXI Plus BSVI,₹ 4.55 Lakh,Aug 2021,Comprehensive,Petrol,5,KA02,First Owner,796 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",22.05 kmpl,"Silver, F8D Petrol Engine, 796, 47.33bhp@6000rpm, 69Nm@3500rpm, 3, 4",47.33bhp,69Nm,"3445mm, 1515mm, 1475mm, 2360mm, 1295mm, 1290mm, 762kg, 1185kg","5 Speed, 5, 4.6, Disc, Drum, Tubeless Tyres, 5",
SUV,"94,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,1443,1.6 CRDi SX Plus,₹ 11.95 Lakh,Jun 2017,Comprehensive,Diesel,5,KA05,First Owner,1582 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",19.67 kmpl,"Grey, U2 CRDI VGT Engine, 1582, 126.2bhp@4000rpm, 259.9Nm@1900-2750rpm, 4, 4, DOHC, CRDi, Yes, No",126.2bhp,259.9Nm,"4270mm, 1780mm, 1630mm, 2590mm, 1320","6 Speed, FWD, 5, Power, 5.3 metres, Disc, Drum, 190 Kmph, 10.5 Seconds, Tubeless, 16, 5, 400-litres",16
SUV,"33,700",Automatic,1,1st Owner,Tata,Tata Harrier,2021,9846,XZA Plus AT,₹ 21.75 Lakh,Apr 2021,Comprehensive,Diesel,5,KA04,First Owner,1956 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",14.6 kmpl,"Grey, Kryotec 2.0 L Turbocharged Engine, 1956, 167.67bhp@3750rpm, 350Nm@1750-2500rpm, 4, 4, Yes",167.67bhp,350Nm,"4598mm, 1894mm, 1706mm, 2741mm, 1700","6-Speed, 5, Power, Disc, Disc, Tubeless, Radial, 17, 5, 425",17
Hatchback,"54,601",Manual,3,3rd Owner,Maruti,Maruti Swift,2014,10403,VXI,₹ 4.42 Lakh,Jul 2014,Comprehensive,Petrol,5,KA53,Third Owner,1197 cc,2014.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",22.38 kmpl,"White, K Series Dual jet, 1197, 88.50bhp@6000rpm, 113Nm@4400rpm, 4, 4",88.50bhp,113Nm,"3845mm, 1735, 1530, 2450, 1530, 1530, 875-905, 1335","5-Speed, 5, Electric, 4.8, Disc, Drum, Radial, Tubeless, 5, 268",
Hatchback,"1,10,000",Manual,1,1st Owner,Maruti,Maruti Swift,2018,6195,VDI,₹ 6.90 Lakh,2018,Third Party insurance,Diesel,5,KA41,First Owner,1248 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",28.4 kmpl,"Others, DDiS 190 Engine, 1248, 74bhp@4000rpm, 190Nm@2000rpm, 4, 4, CRDi, Yes, No",74bhp,190Nm,"3840mm, 1735mm, 1530mm, 2450mm, 1530mm, 1530mm, 960Kg, 1405Kg","5, 5, Power, 4.8 Meters, Disc, Drum, Tubeless, 5, 268-litres",
Hatchback,"64,000",Manual,2,2nd Owner,Maruti,Maruti Celerio,2017,3983,ZXI Optional,₹ 5 Lakh,Nov 2017,Third Party,Petrol,5,KA04,Second Owner,998 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",23.1 kmpl,"Red, K10B Engine, 998, 67.04bhp@6000rpm, 90Nm@3500rpm, 3, 4, DOHC, MPFi, 73 X 82 mm, 11.0:1, No, No",67.04bhp,90Nm,"3715mm, 1635mm, 1565mm, 2425mm, 1420mm, 1410mm, 850kg, 1250kg","5 Speed , FWD, 5, Power, 4.7 metres, Ventilated Disc, Drum, 150 Kmph, 15.05 Seconds, Tubeless, Radial, 14, 5, 235-litres",14
Sedan,"40,525",Automatic,1,1st Owner,BMW,BMW 3 Series GT,2016,6631,Luxury Line,₹ 33.95 Lakh,Nov 2016,Comprehensive,Diesel,5,KA66,First Owner,1995 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",21.76 kmpl,"White, TwinPower Turbo 4-Cylinder Diesel Engine, 1995, 188bhp@4000rpm, 400Nm@1750-2500rpm, 4, 4, DOHC, CRDi, Yes, No",188bhp,400Nm,"4824mm, 1828mm, 1508mm, 2920 mm, 1541 mm, 1581 mm, 1720","8 Speed, RWD, 5, Power, 5.5 metres, Disc, Disc, 226 Kmph, 7.7 Seconds, Run-Flat, 18, 4, 520",18
